AG_APP,TOTAL PARCEL ACRES,TOTAL AGLAND ACRES,Commodity_Acres,Hay_Acres,Perm_Pasture_Acres,Noncommercial_Wood_Acres,Commerical_Wood_Acres,Other_Crop_Acres,Homesite_Acres,Road_Waste_Pond_Acres,CRP_Acres,Con25_Acres,Other_Use_Acres,Stated_Total_Acres,Gross_Income_1,Gross_Income_2,Gross_Income_3,NOTE
307,95.857,95.857,83.94,0,0,8.837,0,0,0,2.261,0,0.819,0,95.857,0,0,0,[]
308,78.329,78.329,71.984,0,0,0,0,0,0,6.345,0,0,0,78.329,0,0,0,[]
309,31.65,31.65,23.396,0.75,0,0,0,0,1,1.904,4.6,0,0,31.65,0,0,0,[]
310,18,18,0,0,0,0,11,0,1,6,0,0,0,0,0,0,0,[]
311,11.955,11.955,9.98,0,0,0,0,0,0,1.975,0,0,0,11.955,0,0,0,[]
312,302.489,302.489,228.069,0,0,44.322,0,0,1,10.647,16.501,1.95,0,302.489,0,0,0,[]
313,465.735,465.735,378.009,3.63,0,51.129,0,0,0,25.78,7.187,0,0,465.729,0,0,0,[]
314,1059.477,1059.477,904.543,0,0,112.046,0,0,0,23.314,4.301,15.273,0,1059.477,0,0,0,[]
315,40,40,0,0,0,0,0,37.033,1,1.967,0,0,0,0,0,0,0,[]
316,99.511,99.511,99.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
317,55.65,55.65,22.661,0,0,23.569,0,0,1,8.42,0,0,0,55.65,0,0,0,[]
318,100,100,89.035,0,0,0.943,0,0,1,1.302,7.72,0,0,0,0,0,0,[]
319,336.703,336.703,305.79,0,0,5.059,0,0,0,13.164,7.232,5.458,0,336.703,0,0,0,[]
320,278.038,278.038,187.539,10,2.5,61.897,0,0,1,9.736,2.67,0.036,2.66,278.038,0,0,0,[]
321,71.401,71.401,17.14,0,0,0,48.096,0,1,5.165,0,0,0,71.401,0,0,0,[]
322,157.25,157.25,2.068,140,0,12.749,0,0,0,1.57,0.51,0.353,0,157.25,0,0,0,[]
325,126.364,126.364,117.478,0,0,6.375,0,0,0,1.691,0.82,0,0,126.364,0,0,0,[]
326,59.629,59.629,57,0,0,0,0,0,2,0.629,0,0,0,59.629,0,0,0,[]
327,28.726,28.726,4,0,0,0,24.726,0,0,0,0,0,0,0,0,0,0,[]
328,164.3,164.3,156.266,0,0,0,0,0,0,8.034,0,0,0,164.3,0,0,0,[]
329,17.218,17.737,15.756,0,0,0.622,0,0,1,0.359,0,0,0,0,0,0,0,[]
330,90,90,68.777,0,0,18.318,0,0,1,1.905,0,0,0,0,0,0,0,[]
331,15.269,15.269,10.182,0,0,2.261,0,0,1,0.686,1.14,0,0,15.269,0,0,0,[]
332,146.95,146.95,4.016,17,0,43.185,0,0,0,2.84,79.909,0,0,146.95,0,0,0,[]
333,11.087,11.087,9.157,0,0,0,0,0,1,0.93,0,0,0,0,0,0,0,[]
334,41.058,41.058,41.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
335,430.996,430.996,373.904,0,0,30.579,0,0,2,18.233,5.959,0.321,0,430.996,0,0,0,[]
336,56.853,56.853,52.478,0,0,1.203,0,0,1,2.172,0,0,0,0,0,0,0,[]
337,60,60,37,0,0,23,0,0,0,0,0,0,0,60,0,0,0,[]
338,29.941,29.941,10.4,0,0,19.541,0,0,0,0,0,0,0,29.941,0,0,0,[]
339,112.655,112.655,91.86,0,0,14.39,0,0,0,6.4,0,0,0,112.655,0,0,0,[]
340,35,35,10.412,0,0,23.188,0,0,1,0.4,0,0,0,35,0,0,0,[]
341,130.01,130.01,120,0,0,10,0,0,0,0,0,0,0,0,0,0,0,[]
342,37.14,37.14,27.92,5,2,0.378,0,0,1,0.842,0,0,0,37.14,0,0,0,[]
343,119.21,119.21,114.671,0,0,0,0,0,1,3.539,0,0,0,119.21,0,0,0,[]
344,76.811,76.811,61.922,0,0,11.769,0,0,1,2.12,0,0,0,76.811,0,0,0,[]
345,40,40,3.129,0,0,36.871,0,0,0,0,0,0,0,0,0,0,0,[]
346,56.091,56.091,55.091,0,0,0,0,0,0,1,0,0,0,56.091,0,0,0,[]
347,132,132,118.9,0,0,8.364,0,0,1,1.625,2.111,0,0,0,0,0,0,[]
348,79.127,79.127,78,0,0,0,0,0,0,1.127,0,0,0,79.127,0,0,0,[]
349,71.47,71.47,18.934,29,7,14.926,0,0,1,0.61,0,0,0,71.47,0,0,0,[]
351,157.695,157.695,157.695,0,0,0,0,0,0,0,0,0,0,157.695,0,0,0,[]
352,100.543,100.543,96.18,0,0,1.12,0,0,1,2.243,0,0,0,100.543,0,0,0,[]
353,97.277,97.277,97.277,0,0,0,0,0,0,0,0,0,0,97.277,0,0,0,[]
354,35.016,35.016,32.21,0,0,2.806,0,0,0,0,0,0,0,35.016,0,0,0,[]
355,178.254,178.254,166.832,0,0,4.059,0,0,0,5.523,1.41,0.43,0,0,0,0,0,[]
356,283.421,283.373,263.117,0,0,13.889,0,0,0,6.367,0,0,0,0,0,0,0,[]
357,34.937,34.937,30.714,0,0,2.197,0,0,0,2.026,0,0,0,34.937,0,0,0,[]
358,80.085,80.085,70,0,0,5.956,0,0,1,0,0,0,3.129,80.085,0,0,0,[]
359,207.5,207.5,194.56,0,0,1.459,0,0,1,6.513,3.53,0.438,0,207.5,0,0,0,[]
360,55.74,55.74,48.622,0,0,3.963,0,0,1,2.155,0,0,0,0,6780,0,0,[]
361,93.627,93.627,86.235,0,0,5.595,0,0,1,0.797,0,0,0,0,0,0,0,[]
362,8.913,8.913,8.913,0,0,0,0,0,0,0,0,0,0,8.913,3788.03,0,0,[]
363,111.952,111.952,70.537,0,0,17.808,0,0,0,4.84,14.701,4.066,0,111.952,0,0,0,[]
365,80,80,60.07,0,0,18.53,0,0,0,1.4,0,0,0,80,0,0,0,[]
366,157.145,157.145,127,0,0,26,0,0,0,4.145,0,0,0,157.145,0,0,0,[]
367,54.989,54.989,0,0,32.129,3.892,0,0,0,3.408,15.56,0,0,0,0,0,0,[]
368,40,40,35.391,0,0,2.898,0,0,1,0.711,0,0,0,40,0,0,0,[]
369,141.19,141.19,80.53,0,0,0,0,0,0,0,0,0,60.66,141.19,0,0,0,[]
370,63.985,63.985,46.834,0,0,13.894,0,0,0,3.257,0,0,0,0,0,0,0,[]
371,130.268,130.268,76.206,0,0,46.398,0,0,1,6.664,0,0,0,130.268,0,0,0,[]
372,76.116,76.116,51.513,0,0,8.242,0,0,0,3.881,12.48,0,0,0,0,0,0,[]
373,135.202,135.202,126.596,0,0,0,0,0,1,7.606,0,0,0,0,0,0,0,[]
374,144.622,144.622,115.01,0,0,25.864,0,0,0,3.748,0,0,0,144.622,0,0,0,[]
375,80,80,60.951,0,0,17.218,0,0,0,1.831,0,0,0,0,0,0,0,[]
376,121.169,121.169,114.545,0,0,1.761,0,0,1,3.863,0,0,0,0,0,0,0,[]
377,28.232,28.232,14.643,0,0,12.68,0,0,0,0,0,0,0.909,28.232,0,0,0,[]
379,29.092,29.092,26.884,0,0,0.002,0,0,0,2.206,0,0,0,61.445,0,0,0,[]
380,171.134,171.134,164.531,0,0,0.151,0,0,1,5.462,0,0,0,171.184,0,0,0,[]
381,95.964,95.964,80.656,0,0,9.795,0,0,0,2.213,3.3,0,0,0,0,0,0,[]
382,6.864,6.864,6.864,0,0,0,0,0,0,0,0,0,0,0,3176.66,0,0,[]
383,80,80,62.656,0,0,14.224,0,0,1,2.12,0,0,0,80,0,0,0,[]
384,15.628,15.628,13.578,0,0,0.698,0,0,1,0.352,0,0,0,0,0,0,0,[]
385,80,80,69.184,0,0,7.38,0,0,1,2.436,0,0,0,0,0,0,0,[]
386,79.8,79.8,72.787,0,0,6.557,0,0,0,0.456,0,0,0,0,0,0,0,[]
387,15.366,15.366,9.15,0,0,0,0,0,0,6.216,0,0,0,0,5558,0,0,[]
388,8.28,8.28,8.28,0,0,0,0,0,0,0,0,0,0,8.28,3840,0,0,[]
389,23.911,23.911,4.742,1.63,0,5.242,0,0,1,0.47,10.461,0.366,0,23.911,0,0,0,[]
390,74.553,74.553,61.358,0,0,9.83,0,0,1,2.365,0,0,0,74.553,0,0,0,[]
391,76.644,76.644,62.993,0,0,8.756,0,0,0,1.475,3.42,0,0,76.644,0,0,0,[]
393,30.267,30.267,11.6,0,0,14.639,0,0,0,4.028,0,0,0,0,0,0,0,[]
394,139.055,139.055,117.876,0,0,16.991,0,0,1,2.488,0.7,0,0,0,0,0,0,[]
396,105.284,105.284,62.52,0,14.1,20.79,0,0,0,7.656,0,0,0,105.284,0,0,0,[]
397,54.598,54.598,39.443,0,0,0.851,0,0,0,3.519,10.62,0.165,0,54.598,0,0,0,[]
398,30.08,30.08,27.98,0,0,0,0,0,0,2.1,0,0,0,30.08,0,0,0,[]
399,187.353,187.353,177.15,0,0,0.047,0,0,1,4.765,4.391,0,0,187.35,0,0,0,[]
400,259.01,259.01,197.119,0,0,49.906,0,0,1,10.985,0,0,0,259.01,0,0,0,[]
401,113.477,113.477,89,0,0,20,0,0,0,4.477,0,0,0,113.477,0,0,0,[]
402,63.71,63.71,0,35,15.71,0,0,0,2,11,0,0,0,63.71,0,0,0,[]
403,40.025,40.025,40.025,0,0,0,0,0,0,0,0,0,0,40.025,0,0,0,[]
404,27.592,27.592,23,0,0,1,0,0,1,2.592,0,0,0,27.592,0,0,0,[]
405,26.25,26.25,16.744,0,0,8.149,0,0,0,1.357,0,0,0,26.2,0,0,0,[]
406,33.705,33.705,2.049,0,0,30.656,0,0,1,0,0,0,0,33.7,0,0,0,[]
408,248.418,248.418,196.594,0,0,23.907,0,0,0,16.547,11.37,0,0,0,0,0,0,[]
409,49.5,49.5,18,0,0,18.292,0,0,1,12.208,0,0,0,49.5,0,0,0,[]
411,390.888,390.888,390.888,0,0,0,0,0,0,0,0,0,0,390.888,0,0,0,[]
412,17.588,17.588,0.613,0,0,15.37,0,0,0,1.605,0,0,0,0,0,0,0,[]
413,141.845,141.845,113.489,0,0,11.41,0,0,0,5.123,10.881,0.942,0,141.845,0,0,0,[]
416,468.679,468.679,378.559,0,0,76.867,0,0,2,11.253,0,0,0,469.31,0,0,0,[]
417,5.027,5.027,4.948,0,0,0.009,0,0,0,0.07,0,0,0,0,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
418,54.598,54.598,19.37,0,0,12.048,0,0,0,0,23.18,0,0,0,0,0,0,[]
419,340.803,340.803,275.666,0,0,48.314,0,0,2,14.823,0,0,0,340.803,0,0,0,[]
420,39.277,39.277,25.43,0,0,13.6,0,0,0,0.247,0,0,0,39.277,0,0,0,[]
421,160,160,130.43,0,0,16.09,0,0,1,6.69,5.65,0.14,0,160,0,0,0,[]
422,205.064,205.064,184.48,0,0,0.122,16.88,0,1,2.582,0,0,0,0,0,0,0,[]
423,22.767,22.767,15.338,0,4.5,0.904,0,0,1,1.025,0,0,0,0,0,0,0,[]
424,190.747,190.747,174.951,0,0,0.022,0,0,1,7.494,7.28,0,0,0,0,0,0,[]
425,150.604,150.604,90.89,0,25,0,0,0,2,32.714,0,0,0,150.604,0,0,0,[]
426,81.871,81.871,62.42,0,0,19.45,0,0,0,0,0,0,0,81.87,0,0,0,[]
427,79.428,79.428,76.282,0,0,0.4,0,0,0,2.746,0,0,0,0,0,0,0,[]
429,157.05,157.05,134.82,0,0,4.087,0,0,1,7.863,0.84,8.44,0,151.99,0,0,0,[]
430,163.338,163.338,125.209,0,0,27.817,0,0,1,9.312,0,0,0,0,0,0,0,[]
431,32,32,30.732,0,0,0,0,0,1,0.268,0,0,0,0,0,0,0,[]
432,94,94,0,94,0,0,0,0,0,0,0,0,0,94,0,0,0,[]
433,129,129,114.82,0,0,3.2,0,0,1,8.98,0,1,0,129,0,0,0,[]
434,62.06,61.965,61.06,0,0,0,0,0,1,0,0,0,0,62.06,0,0,0,[]
436,55.153,55.153,53.415,0,0,0.314,0,0,0,0.296,0,1.128,0,55.153,0,0,0,[]
437,84,84,54.997,0.8,5,18.256,0,0,1,3.947,0,0,0,84,0,0,0,[]
438,90,90,77.7,0,0,9,0,0,1,2.3,0,0,0,90,0,0,0,[]
439,47.967,47.967,13.71,5,5,16.717,0,2,2,3.54,0,0,0,47.967,0,0,0,[]
440,76.361,76.361,54.055,0,3,14.7,0,0,1,3.606,0,0,0,76.36,0,0,0,[]
441,109.769,109.769,80.062,0,0,21.506,0,0,0,3.501,4.7,0,0,0,0,0,0,[]
442,5.01,5.01,3.5,0,0,0,0,0,1,0,0,0,1.1,0,2838.71,6410.25,0,[]
443,289.539,289.539,277.333,0,0,0.572,0,0,1,9.862,0.7,0.072,0,0,0,0,0,[]
444,124.773,124.773,110.559,0,0,5.679,0,0,1,7.535,0,0,0,124.773,0,0,0,[]
445,71.731,71.731,62.279,0,0,6.401,0,0,1,2.051,0,0,0,0,0,0,0,[]
446,251.665,251.665,206.166,0,0,38.726,0,0,0,2.373,3.08,1.32,0,251.665,0,0,0,[]
448,85.931,85.931,80.282,0,0,0.258,0,0,1,4.391,0,0,0,85.931,0,0,0,[]
449,24,24,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,[]
450,160,160,131.902,0,0,20.669,0,0,1,6.429,0,0,0,160,0,0,0,[]
451,41.547,41.547,15.54,0,0,23.39,0,0,1,1.617,0,0,0,41.547,0,0,0,[]
452,19.92,19.92,5.757,0,0,0.984,12,0,1,0.179,0,0,0,0,3225,0,0,[]
453,60.341,60.341,48.579,0,0,7.934,0,0,1,2.828,0,0,0,57.947,16718.14,0,0,[]
454,20.72,20.72,3.186,0,10,4.174,0,0,1,2.36,0,0,0,0,0,0,0,[]
455,192.33,192.33,145.011,0,0,39.072,0,0,1,7.247,0,0,0,192.33,0,0,0,[]
456,83.558,83.558,58.949,0,0,21.013,0,0,0,0.709,1.5,1.387,0,83.558,0,0,0,[]
457,87.524,87.524,58,0,0,22.524,0,0,0,7,0,0,0,87.524,0,0,0,[]
458,8.619,8.619,8.619,0,0,0,0,0,0,0,0,0,0,8.619,4316.83,0,0,[]
459,76.05,76.05,69.61,0,0,1.203,0,0,0,0,5.237,0,0,76.05,0,0,0,[]
460,149.043,149.043,140.753,0,0,6.45,0,0,0,0,1.84,0,0,149.043,0,0,0,[]
461,25.036,25.036,23,0,0,1.036,0,0,0,1,0,0,0,25.036,0,0,0,[]
462,268.053,268.063,226.395,0,0,19.863,0,0,1,13.29,5.68,1.835,0,268.063,0,0,0,[]
463,296.505,296.505,269.613,0,0,15.536,0,0,1,10.356,0,0,0,296.51,0,0,0,[]
464,73.62,73.62,69.4,0,0,1.461,0,0,1,1.759,0,0,0,73.62,0,0,0,[]
465,14.21,14.21,3.953,0,0,2.65,0,0,1,1.837,4.77,0,0,0,0,0,0,[]
466,161.11,161.11,140.089,0,0,12.768,0,0,1,7.253,0,0,0,0,0,0,0,[]
467,114.656,114.656,95.662,0,5,7.752,0,0,1,5.242,0,0,0,114.656,0,0,0,[]
469,88.645,88.645,44.33,3.6,0,31.98,0,0,1,7.964,0,0,0,88.645,0,0,0,[]
470,22.9,22.9,7.892,0,0,12.499,0,0,1,1.509,0,0,0,22.9,0,0,0,[]
471,74.185,74.185,71.685,0,0,0,0,0,0,2.5,0,0,0,74.185,0,0,0,[]
472,72.04,72.04,0,46.5,2.5,21.57,0,0,0,1.47,0,0,0,72.04,0,0,0,[]
474,333.976,333.976,333.976,0,0,0,0,0,0,0,0,0,0,333.976,0,0,0,[]
475,20,20,16.798,0,0,0.301,0,0,1,1.901,0,0,0,20,0,0,0,[]
476,90.13,90.13,73.317,0,0,10.914,0,0,1,4.073,0.7,0.126,0,90.13,0,0,0,[]
477,330.577,330.577,307.223,0,0,9.945,0,0,2,7.699,1.87,1.84,0,330.597,0,0,0,[]
478,147.775,147.775,123.797,0,3.5,4.806,0,0,1,2.642,12.03,0,0,147.775,0,0,0,[]
479,80,80,69,0,0,5,0,3,1,2,0,0,0,80,0,0,0,[]
480,15.327,15.327,9.824,0,0,0,5.129,0,0,0.374,0,0,0,77.685,0,0,0,[]
481,192.24,192.24,145.871,3,0,34,0,0,0,7.658,0,0,1.711,192.24,0,0,0,[]
482,78.32,78.32,66.61,0,0,9.21,0,1,1.5,0,0,0,0,78.32,0,0,0,[]
483,80,80,75.971,0,0,0,0,0,1,3.029,0,0,0,80,0,0,0,[]
484,4.121,4.121,3.428,0,0,0,0,0,0,0.693,0,0,0,4.121,800,0,0,['GROSS INCOME DOES NOT MEET $2500']
485,42.122,42.122,34.035,0,0,2.574,0,0,1,1.212,3.301,0,0,42.12,0,0,0,[]
486,76.541,76.541,63.679,0,0,9.683,0,0,1,0.912,0,1.267,0,0,0,0,0,[]
487,136.13,136.13,90.76,40,0,1.332,0,0,1,3.038,0,0,0,136.13,0,0,0,[]
489,21.548,21.548,10,0,0,11.548,0,0,0,0,0,0,0,21.548,0,0,0,[]
491,77.798,77.798,77.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
492,10,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,[]
493,32.033,32.033,29.76,0,0,0,0,0,0,2.273,0,0,0,32.033,0,0,0,[]
494,38.54,38.54,37.18,0,0,0,0,0,0,1.36,0,0,0,38.54,0,0,0,[]
495,71.656,71.656,56.65,0,0,10.814,0,0,0,4.192,0,0,0,0,0,0,0,[]
497,82.389,82.389,78.44,0,0,0,0,0,1,2.949,0,0,0,82.389,0,0,0,[]
498,67.403,67.403,65.46,0,0,0,0,0,0,1.943,0,0,0,67.403,0,0,0,[]
499,279.065,279.065,256.37,0,0,19.12,0,0,0,3.575,0,0,0,279.065,0,0,0,[]
500,134.1,134.1,134.1,0,0,0,0,0,0,0,0,0,0,134.1,0,0,0,[]
501,20.879,20.879,19.09,0,0,0,0,0,0,1.789,0,0,0,0,0,0,0,[]
502,80,80,58.767,0,0,14.504,0,0,1,5.729,0,0,0,80,0,0,0,[]
503,36.031,36.031,35,0,0,0,0,0,0,1,0,0,0,36,0,0,0,[]
504,80,80,76.264,0,0,0.009,0,0,1,2.727,0,0,0,80,0,0,0,[]
505,124.965,124.965,106.642,0,0,11.161,0,0,1,6.162,0,0,0,124.965,0,0,0,[]
506,33.98,33.98,29.569,0,0,1.852,0,0,0.5,2.059,0,0,0,33.98,0,0,0,[]
507,25.804,25.804,0,3.1,0,21.704,0,0,1,0,0,0,0,0,0,0,0,[]
508,88.954,88.954,69.755,0,0,10.904,0,0,1,7.295,0,0,0,0,0,0,0,[]
509,729.009,729.009,637.367,0,0,58.222,0,0,2,31.42,0,0,0,0,0,0,0,[]
511,14.944,14.944,13.602,0,0,1.023,0,0,0,0.319,0,0,0,0,0,0,0,[]
512,80,80,68.17,0,0,5.718,0,0,1,3.229,1.48,0.403,0,80,0,0,0,[]
513,191.613,191.613,176.47,0,0,6.81,0,0,0,8.313,0,0,0,191.613,0,0,0,[]
515,35.8,35.8,9,0,0,25.129,0,0,0,1.67,0,0,0,35.8,2599.2,0,0,[]
516,101.61,101.61,82.08,0,3,13.069,0,0,1,2.461,0,0,0,101.61,0,0,0,[]
517,118.199,118.199,104.374,0,0,10.602,0,0,0,3.223,0,0,0,0,0,0,0,[]
518,40,40,0.501,0,0,0.447,0,0,1,1.917,34.6,1.535,0,0,0,0,0,[]
519,246.96,246.96,235.057,0,0,1.713,0,0,1,3.701,5.489,0,0,0,0,0,0,[]
520,29.322,29.322,26.939,0,0,0,0,0,0,1.82,0,0.563,0,29.322,0,0,0,[]
521,495.605,495.604,431.613,0,10,16.447,0,0,1,15.603,14.169,6.772,0,495.605,0,0,0,[]
522,69.572,69.572,62.918,0,0,0,0,0,0,5.582,0,1.072,0,69.572,0,0,0,[]
523,20,20,18.56,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,[]
524,255.068,255.068,240.328,0,0,1.944,0,0,0,11.256,0,1.54,0,255.068,0,0,0,[]
525,75.733,75.733,61.251,0,0,11.064,0,0,1,0.693,0.96,0.765,0,75.733,0,0,0,[]
526,141.5,141.5,120.908,0,0,12.344,0,0,1,7.248,0,0,0,0,0,0,0,[]
527,192.793,192.793,131.668,0,0,32.95,0,0,1,12.874,14.301,0,0,192.793,0,0,0,[]
528,80,80,72.009,0,0,0.26,0,0,1,2.331,4.4,0,0,80,0,0,0,[]
529,245.575,245.568,197.591,0,0,38.167,0,0,1,8.217,0,0,0,0,0,0,0,[]
530,280.363,280.363,259.997,0,0,6.717,0,0,1,9.466,1.93,1.253,0,280.34,0,0,0,[]
531,57.615,57.615,0,56.92,0,0,0,0,0,0.7,0,0,0,57.62,0,0,0,[]
532,262.46,262.46,190.85,5,2,45.26,0,0,4,12.04,3.31,0,0,262.46,0,0,0,[]
533,128.336,128.336,110.6,0,0,14.242,0,0,0,3.494,0,0,0,128.336,0,0,0,[]
534,80,80,0,19.681,50,4.508,0,0,2,3.811,0,0,0,80,0,0,0,[]
535,71.854,71.854,49.91,0,0,9.072,0,0,1,11.872,0,0,0,71.854,0,0,0,[]
536,75,75,71.07,0,0,0,0,0,1,2.93,0,0,0,75,0,0,0,[]
537,196.338,196.338,162.376,6,0,17.116,0,0,1,6.445,0.931,2.47,0,196.338,0,0,0,[]
538,118.177,118.177,105.79,0,0,8.428,0,0,1,2.959,0,0,0,118,0,0,0,[]
539,20,20,15.191,0,0,4.222,0,0,0,0.496,0,0.091,0,97.535,0,0,0,[]
540,37.772,37.772,34.239,0,0,2.614,0,0,0,0.919,0,0,0,0,0,0,0,[]
541,74.108,74.108,59.39,0,0,10.169,0,0,1,3.549,0,0,0,74,0,0,0,[]
543,28.231,28.231,1.473,7.5,0,9.492,0,0,1,1.165,7.601,0,0,8.581,0,0,0,[]
544,10,10,8.838,0,0,0,0,0,1,0.162,0,0,0,0,0,0,0,[]
545,233.08,233.08,165.128,0,0,59.144,0,0,0,8.808,0,0,0,295.9,0,0,0,[]
546,245.288,245.288,234.208,0,0,0,0,0,0,11.08,0,0,0,245.288,0,0,0,[]
547,76.881,76.881,43.284,0,5.2,8.073,0,0,0,0.724,18.1,1.5,0,76.881,0,0,0,[]
548,47.084,47.084,40,0,0,0,0,0,1,6.084,0,0,0,47.084,0,0,0,[]
549,79.62,79.62,50.39,0,0,28.98,0,0,0,0,0.25,0,0,79.62,0,0,0,[]
550,265.07,265.07,243.366,0,0,12.396,0,0,1,8.308,0,0,0,265.7,0,0,0,[]
551,26.869,26.869,14.939,6,4.43,0,0,0,0,1.5,0,0,0,0,0,0,0,[]
552,137.586,137.586,128.228,0,0,0.101,0,0,1,6.257,2,0,0,137.586,0,0,0,[]
553,302.858,302.858,286.752,0,0,0,0,0,1,6.806,8.3,0,0,302.858,0,0,0,[]
555,20.988,20.988,9.994,0,0,9.819,0,0,0,1.175,0,0,0,11,0,0,0,[]
556,21.481,21.481,20.651,0,0,0.463,0,0,0,0.367,0,0,0,0,0,0,0,[]
557,41.877,41.877,17.411,0,0,23.361,0,0,0,1.105,0,0,0,0,0,0,0,[]
559,73.18,73.18,64.677,0,0,0,7.267,0,0,1.236,0,0,0,0,0,0,0,[]
560,83.735,83.735,76.056,0,0,5.331,0,0,1,1.348,0,0,0,83.735,0,0,0,[]
561,44.818,44.818,39.028,0,0,0,0,0,1,4.79,0,0,0,44.818,0,0,0,[]
563,224,224,158.55,0,0,21,0,0,1,43.45,0,0,0,224,0,0,0,[]
564,65.873,65.873,62.873,0,0,0,0,0,0,3,0,0,0,65.873,0,0,0,[]
565,51.958,51.958,6.533,0,17.09,0,14.943,1.49,1,4.242,6.66,0,0,51.958,0,0,0,[]
566,49,49,44.7,0,0,1.91,0,0,0,0,2.39,0,0,49,0,0,0,[]
567,40,40,20.35,0,0,18.56,0,0,0,1.09,0,0,0,40,0,0,0,[]
568,43.324,43.324,36.56,0,0,3.144,0,0,0,0,3.62,0,0,43.324,0,0,0,[]
569,57.93,57.93,20.711,0,0,14.459,0,0,1,2.46,19.3,0,0,0,0,0,0,[]
571,44.647,44.647,25.667,9.6,0,4.32,0,0,2,3.06,0,0,0,44.6,0,0,0,[]
572,33.254,33.254,20,0,0,13.254,0,0,0,0,0,0,0,0,0,0,0,[]
573,72.99,72.99,72.99,0,0,0,0,0,0,0,0,0,0,72.99,0,0,0,[]
574,120,120,56.011,50,0,10.265,0,0,1,2.724,0,0,0,110,0,0,0,[]
575,145.666,145.666,135.3,0,0,0,0,0,0,6.066,4.3,0,0,145.666,0,0,0,[]
576,133.406,133.406,128.576,0,0,0.361,0,0,1,2.339,1.13,0,0,133.406,0,0,0,[]
577,49.845,49.845,28.18,0,0,18.665,0,0,0,3,0,0,0,49.845,0,0,0,[]
578,664.245,664.245,577.038,0,0,30.923,0,0,1,24.778,28.33,2.176,0,664.245,0,0,0,[]
579,120,120,112.477,0,0,0.693,0,0,1,3.66,0,2.17,0,120,0,0,0,[]
580,20.387,20.387,9.075,0,0,0,10.938,0,0,0.374,0,0,0,20.387,0,0,0,[]
581,48.681,48.681,42.27,0,0,3.774,0,0,0,2.637,0,0,0,0,0,0,0,[]
582,26.754,26.754,12.75,0,0,13,0,0,1,0,0,0,0,0,0,0,0,[]
583,49.827,49.827,45.87,0,0,0.529,0,0,2,1.428,0,0,0,0,0,0,0,[]
584,49.857,49.857,46.689,0,0,0,0,0,0,3.168,0,0,0,0,0,0,0,[]
585,20.001,20.001,19.548,0,0,0,0,0,0,0.453,0,0,0,20.001,0,0,0,[]
586,330.985,330.985,283.477,0,0,36.554,0,0,2,8.954,0,0,0,330.985,0,0,0,[]
587,245.787,245.787,223.787,0,17,0,0,3,2,0,0,0,0,0,0,0,0,[]
588,16,16,13.856,0,0,0,0,0,1,1.144,0,0,0,16,0,0,0,[]
590,306.871,306.871,218.442,0,0,29.399,0,0,0,13.808,45.181,0.041,0,306.871,0,0,0,[]
591,10,10,8.747,0,0,0,0,0,1,0.253,0,0,0,10,4413,0,0,[]
592,68.421,68.421,65.63,0,0,0.793,0,0,0,1.998,0,0,0,68.421,0,0,0,[]
593,12.833,12.833,9.63,0,0,0.076,0,0,1,2.127,0,0,0,12.833,0,0,0,[]
594,170,170,139.549,0,0,14.007,0,0,2,4.454,9.99,0,0,170,0,0,0,[]
595,974.167,974.167,939.97,0,0,7.442,0,0,0,26.755,0,0,0,974.167,0,0,0,[]
596,11.44,11.44,6.905,0,0,0.016,1.44,0,2,1.079,0,0,0,11.44,0,0,0,[]
597,99.6,99.6,8.459,0,0,32.042,0,0,0,9.799,49.3,0,0,66,0,0,0,[]
598,130,130,117.164,0,0,6.504,0,0,1,5.332,0,0,0,130,0,0,0,[]
599,118.054,118.054,108.173,0,0,0,0,0,0,5.271,4.61,0,0,0,0,0,0,[]
600,40,40,37.651,0,0,0,0,0,0,1.439,0.91,0,0,40,0,0,0,[]
601,80.615,80.615,0,69.72,0,9.63,0,0,1.37,0,0,0,0,80.72,0,0,0,[]
605,160.105,160.105,129.865,0,16.24,4.305,0,0,1,5.899,2.46,0.336,0,160.105,0,0,0,[]
606,142.37,142.37,115.472,0,0,17.492,0,0,1,5.692,0,2.714,0,142.37,0,0,0,[]
607,85.785,85.785,77.415,0,0,3.906,0,0,0,4.464,0,0,0,0,0,0,0,[]
608,151.86,151.86,148,0,0,0,0,0,0,3.86,0,0,0,151.86,0,0,0,[]
609,14.346,14.346,14.346,0,0,0,0,0,0,0,0,0,0,14.346,0,0,0,[]
610,80,80,0.877,62.3,0,2.209,13,0,1,0.614,0,0,0,80,0,0,0,[]
611,107.56,107.56,96.068,0,0,9.522,0,0,0,1.97,0,0,0,0,0,0,0,[]
612,159.227,159.227,142.659,0,0,0,0,0,0,7.41,9.16,0,0,159.229,0,0,0,[]
613,35.212,35.212,35,0,0,0,0,0,0,0,0,0,0,35,0,0,0,[]
615,44.901,44.9,34.162,0,0.75,5.728,0,0,1,1.651,0,1.609,0,44.901,0,0,0,[]
