AGAPPL,Commodity_Crop_ACRE,Hay_ACRE,Permanent_Pasture_ACRE,Noncommercial_Woodland_ACRE,Commercial_Timber_ACRE,Other_Crops_ACRE,Homesite_ACRE,Road_Waste_Pond_ACRE,CRP_ACRE,Conservation_Practices_ACRE,Other_Use_ACRE,STATED_TOTAL_ACRES,GROSS_INCOME,GROSS_INCOME_2,GROSS_INCOME_3
396,62.52,0,14.1,20.79,0,0,0,7.656,0,0,0,105.284,0,0,0
397,39.77,0,0,4.2,0,0,0,0,10.62,0,0,54.598,0,0,0
398,27.98,0,0,0,0,0,0,2.1,0,0,0,30.08,0,0,0
399,179.68,0,0,0,0,0,3.28,0,1.39,0,0,187.35,0,0,0
400,201.54,0,0,41.35,0,0,2,3.25,0,0,0,259.01,0,0,0
401,89,0,0,20,0,0,0,4.477,0,0,0,113.477,0,0,0
402,0,35,15.71,0,0,0,2,11,0,0,0,63.71,0,0,0
403,40.025,0,0,0,0,0,0,0,0,0,0,40.025,0,0,0
404,23,0,0,1,0,0,1,2.592,0,0,0,27.592,0,0,0
405,20.2,0,0,5,0,0,0,0,0,0,0,26.2,0,0,0
406,33,0,0,0,0,0,0,0.7,0,0,0,33.7,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,18,0,0,18.292,0,0,1,12.208,0,0,0,49.5,0,0,0
411,390.888,0,0,0,0,0,0,0,0,0,0,390.888,0,0,0
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,110.1,0,0,16.348,0,0,0,4.457,10.88,0,0,141.845,0,0,0
416,373.421,0,0,81.32,0,0,2,2.68,4.31,0,0,469.31,0,0,0
417,5.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,19.37,0,0,12.048,0,0,0,0,23.18,0,0,0,0,0,0
419,270.357,0,0,53.54,0,0,5.81,11.096,0,0,0,340.803,0,0,0
420,25.43,0,0,13.6,0,0,0,0.247,0,0,0,39.277,0,0,0
421,129.196,0,0,14.846,0,0,1.95,7.778,6.23,0,0,160,0,0,0
422,183.67,0,0,0,16.88,0,1.7,2.814,0,0,0,0,0,0,0
423,12.5,0,4.5,0,0,0,5.767,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,90.89,0,25,0,0,0,2,32.714,0,0,0,150.604,0,0,0
426,62.42,0,0,19.45,0,0,0,0,0,0,0,81.87,0,0,0
427,49.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,133,0,0,5.23,0,0,3.19,1.5,9.07,0,0,151.99,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,30,0,0,0,0,0,1.5,0.5,0,0,0,0,0,0,0
432,0,94,0,0,0,0,0,0,0,0,0,94,0,0,0
433,114.82,0,0,3.2,0,0,1,8.98,0,1,0,129,0,0,0
434,61.06,0,0,0,0,0,1,0,0,0,0,62.06,0,0,0
436,53.37,0,0,0,0,0,0,1.783,0,0,0,55.153,0,0,0
437,53.49,0.8,5,10,0,0,1,14.71,0,0,0,84,0,0,0
438,77.7,0,0,9,0,0,1,2.3,0,0,0,90,0,0,0
439,15,5,5,17.967,0,2,3,0,0,0,0,47.967,0,0,0
440,52,0,3,19.36,0,0,2,0,0,0,0,76.36,0,0,0
441,80.47,0,0,24.649,0,0,0,0,4.65,0,0,0,0,0,0
442,3.5,0,0,0,0,0,1,0,0,0,1.1,0,2838.71,6410.25,0
443,288.839,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0
444,106.14,0,0,10.95,0,0,2.86,4.823,0,0,0,124.773,0,0,0
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,199.57,0,0,45.712,0,0,0,1.983,4.4,0,0,251.665,0,0,0
448,85.931,0,0,0,0,0,0,0,0,0,0,85.931,0,0,0
449,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0
450,110.93,0,0,38.67,0,0,4,6.4,0,0,0,160,0,0,0
451,12,0,0,22.547,0,0,7,0,0,0,0,41.547,0,0,0
452,5.6,0,0,0,12,0,1.4,0.92,0,0,0,0,3225,0,0
453,50.947,0,0,5,0,0,2,0,0,0,0,57.947,16718.14,0,0
454,0,0,10,4,0,0,3,4,0,0,0,0,0,0,0
455,124,0,0,50.33,0,0,1,4,0,0,0,192.33,0,0,0
456,55.11,0,0,23.918,0,0,0,0.79,1.5,2.24,0,83.558,0,0,0
457,58,0,0,22.524,0,0,0,7,0,0,0,87.524,0,0,0
458,8.619,0,0,0,0,0,0,0,0,0,0,8.619,4316.83,0,0
459,69.61,0,0,1.203,0,0,0,0,5.237,0,0,76.05,0,0,0
460,140.753,0,0,6.45,0,0,0,0,1.84,0,0,149.043,0,0,0
461,23,0,0,1.036,0,0,0,1,0,0,0,25.036,0,0,0
462,224,0,0,20.063,0,0,3,14.3,6.7,0,0,268.063,0,0,0
463,268.42,0,0,18,0,0,3,7.09,0,0,0,296.51,0,0,0
464,66,0,0,0,0,0,4.5,3.12,0,0,0,73.62,0,0,0
465,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,95,0,5,8.3,0,0,2,4.356,0,0,0,114.656,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,44.33,3.6,0,31.98,0,0,1,7.964,0,0,0,88.645,0,0,0
470,6.4,0,0,14.3,0,0,2.2,0,0,0,0,22.9,0,0,0
471,71.685,0,0,0,0,0,0,2.5,0,0,0,74.185,0,0,0
472,0,46.5,2.5,21.57,0,0,0,1.47,0,0,0,72.04,0,0,0
474,333.976,0,0,0,0,0,0,0,0,0,0,333.976,0,0,0
475,15,0,0,0,0,0,5,0,0,0,0,20,0,0,0
476,75,0,0,14.43,0,0,0,0,0.7,0,0,90.13,0,0,0
477,303.18,0,0,9,0,0,5,11.527,1.87,0,0,330.597,0,0,0
478,111.7,0,3.5,0,0,0,2.17,18.375,12.03,0,0,147.775,0,0,0
479,69,0,0,5,0,3,1,2,0,0,0,80,0,0,0
480,45,0,0,0,32.685,0,0,0,0,0,0,77.685,0,0,0
481,145.871,3,0,34,0,0,0,7.658,0,0,1.711,192.24,0,0,0
482,66.61,0,0,9.21,0,1,1.5,0,0,0,0,78.32,0,0,0
483,75.971,0,0,0,0,0,1,3.029,0,0,0,80,0,0,0
484,4.121,0,0,0,0,0,0,0,0,0,0,4.121,800,0,0
485,30.08,0,0,2.45,0,0,4,2.25,2.87,0.47,0,42.12,0,0,0
486,76.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,96.13,40,0,0,0,0,0,0,0,0,0,136.13,0,0,0
489,10,0,0,11.548,0,0,0,0,0,0,0,21.548,0,0,0
491,77.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0
493,29.76,0,0,0,0,0,0,2.273,0,0,0,32.033,0,0,0
494,37.18,0,0,0,0,0,0,1.36,0,0,0,38.54,0,0,0
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,78.44,0,0,0,0,0,1,2.949,0,0,0,82.389,0,0,0
498,65.46,0,0,0,0,0,0,1.943,0,0,0,67.403,0,0,0
499,256.37,0,0,19.12,0,0,0,3.575,0,0,0,279.065,0,0,0
500,134.1,0,0,0,0,0,0,0,0,0,0,134.1,0,0,0
501,19.09,0,0,0,0,0,0,1.789,0,0,0,0,0,0,0
502,53,0,0,14,0,0,3,10,0,0,0,80,0,0,0
503,35,0,0,0,0,0,0,1,0,0,0,36,0,0,0
504,77.8,0,0,0,0,0,1.2,1,0,0,0,80,0,0,0
505,106.642,0,0,11.161,0,0,1,6.162,0,0,0,124.965,0,0,0
506,29.569,0,0,1.852,0,0,0.5,2.059,0,0,0,33.98,0,0,0
507,0,3.1,0,21.704,0,0,1,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,63,0,0,15.52,0,0,0,0,1.48,0,0,80,0,0,0
513,176.47,0,0,6.81,0,0,0,8.313,0,0,0,191.613,0,0,0
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,9,0,0,25.129,0,0,0,1.67,0,0,0,35.8,2599.2,0,0
516,87.4,0,3,9.21,0,0,2,0,0,0,0,101.61,0,0,0
517,102.31,0,0,0,0,0,0,12.68,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,27.12,0,0,0,0,0,0,0,0,2.02,0,29.322,0,0,0
521,427.76,0,10,19.74,0,0,11.5,10.515,16.09,0,0,495.605,0,0,0
522,62.2,0,0,0,0,0,0,4.372,0,3,0,69.572,0,0,0
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,242.2,0,0,0,0,0,0,9.368,0,3.5,0,255.068,0,0,0
525,60.33,0,0,10,0,0,1.51,2.053,0.96,0.88,0,75.733,0,0,0
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,124.14,0,0,43.12,0,0,3.5,7.693,14.34,0,0,192.793,0,0,0
528,76,0,0,0,0,0,0,0,4,0,0,80,0,0,0
529,197.591,0,0,38.167,0,0,1,8.217,0,0,0,0,0,0,0
530,261,0,0,8,0,0,1.34,8.9,1.1,0,0,280.34,0,0,0
531,0,56.92,0,0,0,0,0,0.7,0,0,0,57.62,0,0,0
532,190.85,5,2,45.26,0,0,4,12.04,3.31,0,0,262.46,0,0,0
533,110.6,0,0,14.242,0,0,0,3.494,0,0,0,128.336,0,0,0
534,0,20,50,5,0,0,5,0,0,0,0,80,0,0,0
535,44,0,0,15,0,0,6,6.854,0,0,0,71.854,0,0,0
536,71.07,0,0,0,0,0,1,2.93,0,0,0,75,0,0,0
537,159.54,6,0,19.49,0,0,2.11,3.934,0.93,3.934,0,196.338,0,0,0
538,106,0,0,7,0,0,3,2,0,0,0,118,0,0,0
539,83.31,0,0,7.92,0,0,2.85,0.465,2.99,0,0,97.535,0,0,0
540,34.239,0,0,2.614,0,0,0,0.919,0,0,0,0,0,0,0
541,54,0,0,17.5,0,0,2.5,0,0,0,0,74,0,0,0
543,0,7.5,0,0,0,0,0,1.081,0,0,0,8.581,0,0,0
544,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,202,0,0,89.9,0,0,0,4,0,0,0,295.9,0,0,0
546,234.208,0,0,0,0,0,0,11.08,0,0,0,245.288,0,0,0
547,43.8,0,5.2,8.1,0,0,0,0.181,19.6,0,0,76.881,0,0,0
548,40,0,0,0,0,0,1,6.084,0,0,0,47.084,0,0,0
549,50.39,0,0,28.98,0,0,0,0,0.25,0,0,79.62,0,0,0
550,239,0,0,13.5,0,0,0,13.2,0,0,0,265.7,0,0,0
551,13.99,6,4.43,0,0,0,0,0,0,0,0,0,0,0,0
552,128.62,0,0,0,0,0,4,2.966,2,0,0,137.586,0,0,0
553,281,0,0,0,0,0,4,9.558,8.3,0,0,302.858,0,0,0
555,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,6.469,0,0,1.695,0,0,0,0.657,0,0,0,8.821,0,0,0
559,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
560,74.735,0,0,5.652,0,0,2,1.348,0,0,0,83.735,0,0,0
561,39.028,0,0,0,0,0,1,4.79,0,0,0,44.818,0,0,0
563,158.55,0,0,21,0,0,1,43.45,0,0,0,224,0,0,0
564,62.873,0,0,0,0,0,0,3,0,0,0,65.873,0,0,0
565,6,0,17.09,0,17.718,1.49,3,6.66,0,0,0,51.958,0,0,0
566,44.7,0,0,1.91,0,0,0,0,2.39,0,0,49,0,0,0
567,20.35,0,0,18.56,0,0,0,1.09,0,0,0,40,0,0,0
568,36.56,0,0,3.144,0,0,0,0,3.62,0,0,43.324,0,0,0
569,11.5,0,0,19.13,0,0,1,2,24.3,0,0,0,0,0,0
570,80,0,6,11,0,0,1,2,0,0,0,100,0,0,0
571,34,9.6,0,0,0,0,1,0,0,0,0,44.6,0,0,0
572,20,0,0,13.254,0,0,0,0,0,0,0,0,0,0,0
573,72.99,0,0,0,0,0,0,0,0,0,0,72.99,0,0,0
574,55,50,0,7,0,0,3,6,0,0,0,110,0,0,0
575,135.3,0,0,0,0,0,0,6.066,4.3,0,0,145.666,0,0,0
576,132.406,0,0,0,0,0,1,0,0,0,0,133.406,0,0,0
577,28.18,0,0,18.665,0,0,0,3,0,0,0,49.845,0,0,0
578,573.403,0,0,27.647,0,0,1,33.865,28.33,0,0,664.245,0,0,0
579,112.3,0,0,0,0,0,2.32,2.88,0,2.5,0,120,0,0,0
580,9.075,0,0,0,10.938,0,0,0.374,0,0,0,20.387,0,0,0
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,12.75,0,0,13,0,0,1,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,19.548,0,0,0,0,0,0,0.453,0,0,0,20.001,0,0,0
586,294.985,0,0,23,0,0,8,5,0,0,0,330.985,0,0,0
587,223.787,0,17,0,0,3,2,0,0,0,0,0,0,0,0
588,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0
590,231.847,0,0,27,0,0,0,2.844,45.18,0,0,306.871,0,0,0
591,8.697,0,0,0,0,0,1.05,0.253,0,0,0,10,4413,0,0
592,65.63,0,0,0.793,0,0,0,1.998,0,0,0,68.421,0,0,0
593,8,0,0,0,0,0,4.833,0,0,0,0,12.833,0,0,0
594,137.18,0,0,15.28,0,0,3.09,4.46,9.99,0,0,170,0,0,0
595,939.97,0,0,7.442,0,0,0,26.755,0,0,0,974.167,0,0,0
596,6,0,0,0,1.44,0,0,2,2,0,0,11.44,0,0,0
597,0,0,0,0,0,0,0,0,66,0,0,66,0,0,0
598,112,0,0,6,0,0,5,7,0,0,0,130,0,0,0
599,108.173,0,0,0,0,0,0,5.271,4.61,0,0,0,0,0,0
600,37.651,0,0,0,0,0,0,1.439,0.91,0,0,40,0,0,0
601,0,69.72,0,9.63,0,0,1.37,0,0,0,0,80.72,0,0,0
605,128.521,0,16.24,5.985,0,0,1,5.899,2.46,0,0,160.105,0,0,0
606,112,0,0,19,0,0,0,5.694,0,4.676,0,142.37,0,0,0
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,148,0,0,0,0,0,0,3.86,0,0,0,151.86,0,0,0
609,14.346,0,0,0,0,0,0,0,0,0,0,14.346,0,0,0
610,0,62.3,0,0,13,0,0,2,2.7,0,0,80,0,0,0
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,142.659,0,0,0,0,0,0,7.41,9.16,0,0,159.229,0,0,0
613,35,0,0,0,0,0,0,0,0,0,0,35,0,0,0
615,32.84,0,0.75,8.06,0,0,1.36,0.211,0,1.68,0,44.901,0,0,0
616,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,36,0,0,0,0,0,0,2.209,0,0,0,38.209,0,0,0
619,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,65,0,0,0,0,0,0,2.672,0,0,0,67.672,0,0,0
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,237.69,0,0,0,0,0,0,0,0,0,0,237.69,0,0,0
623,306.7,0,0,0,0,0,1,14.32,5.15,0,0,327.17,0,0,0
625,51.72,0,0,11.5,0,0,0,8.82,7.96,0,0,80,0,0,0
626,41.317,0,6.1,14,0,0,0,0,23.2,0,0,84.617,0,0,0
627,195,0,0,22,0,0,2,12,0,0,0,231,0,0,0
628,118.09,0,0,3.207,0,0,2.58,0.83,0,0,0,124.817,0,0,0
629,164.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,46,0,0,0,0,0,0,17,0,0,0,63,0,0,0
632,5.98,0,0,0,0,0,0,0.91,0,0,0,6.89,2529.6,0,0
633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,131.121,0,0,0,0,0,3,0,0,0,0,134.121,0,0,0
635,291,0,0,44.28,0,0,4,0,0,0,0,339.28,0,0,0
636,54,0,0,39.3,0,0,2,2.3,0,0,0,97.6,0,0,0
637,213.867,0,0,5.45,0,0,1.2,1.48,5.89,0,0,227.887,0,0,0
638,102.58,22.791,0,22.25,0,0,5.28,0,0,0,0,152.901,0,0,0
639,59.81,0,0,4,0,0,1,2.27,2.92,0,0,70,0,0,0
640,214.98,0,0,34,0,0,0,7.069,0,0,0,256.049,0,0,0
641,40,0,0,4.5,0,0,1,2.864,0,0,0,48.364,0,0,0
642,100.2,0,0,0,0,0,0,0,3.468,0,0,103.668,0,0,0
643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,36.911,0,0,0,0,0,0,1.299,0,0,0,38.21,0,0,0
645,58,0,15.94,4,0,0,1,0,0,0,0,0,0,0,0
646,0,59.8,0,14.07,0,0,0,1.264,0.48,0,0,75.614,0,0,0
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,119.05,0,0,8.03,0,0,0,6.267,0,0,0,133.347,0,0,0
649,75.73,0,0,0,0,0,0,0.778,0,0,0,76.508,0,0,0
650,69.155,0,0,33.122,0,0,1,4.157,0,0,0,107.434,0,0,0
651,190.5,0,0,7,0,0,2,12.135,0,15,0,226.635,0,0,0
652,46,0,0,4.9883,0,0,1.25,2.084,0.95,0.304,0,55.571,0,0,0
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,125.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,60,0,0,59,0,0,1,0,0,0,0,120,0,0,0
656,91,0,0,10,0,0,2.19,0,0,0,0,103.19,0,0,0
657,117.569,0,0,0,0,0,0,0,0,0,0,117.569,0,0,0
658,0,0,0,0,25.285,0,1,0,0,0,0,26.285,0,0,0
659,548.06,0,0,45.2,0,0,3.5,19.312,30.1,0,0,646.172,0,0,0
660,55.2313,0,0,0,0,0,0,8.2717,0,0,0,63.503,0,0,0
661,113.097,0,0,0,0,0,0,3.402,0,0,0,116.499,0,0,0
662,52.461,0,0,30.454,0,0,1,8.585,0,0,0,92.5,0,0,0
663,226.15,0,0,5.5,0,0,1,5,0.4,6,0,244.05,0,0,0
664,343.79,0,0,10.06,0,0,2,3.65,0,0,0,359.5,0,0,0
665,6.53,0,0,0,0,0,0,0.976,0,0,0,0,4307.18,0,0
666,74.366,0,0,2.209,0,0,1.75,0.807,0,0,0,79.132,0,0,0
667,71.98,0,0,13.095,0,0,0,6.631,0,0,0,91.706,0,0,0
668,81.79,0,0,0,0,0,1,3.357,0,0,0,83.499,0,0,0
669,126.857,0,0,0,0,0,0,0,0,0,0,126.857,0,0,0
670,192.692,0,0,41.56,0,0,2,9.248,0,0,0,0,0,0,0
671,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0
673,100.92,0,0,0,0,0,0,14.72,0,0,0,115.64,0,0,0
674,303.44,0,0,0,0,0,2.754,0,3.77,0,0,309.964,0,0,0
675,104.92,0,0,12,0,0,1.5,4.48,0,0,0,122.9,0,0,0
676,13.703,0,0,0,0,0,0,0,0,0,0,13.703,0,0,0
677,186,0,4,0,0,0,0,0,0,0,0,0,0,0,0
678,426.638,0,0,0,0,0,0,7,0,0,0,433.638,0,0,0
679,59.34,0,0,7,0,0,1,3.16,9.5,0,0,80,0,0,0
680,264.921,0,0,8.348,0,0,1,9.259,0,0,0,283.528,0,0,0
681,49.2,0,0,30,0,0,1,2.148,0,0,0,82.368,0,0,0
682,112.167,0,0,0,0,0,0,3.186,0.22,0,0,115.573,0,0,0
683,97,0,0,0,0,0,0,0,0,0,0,97,0,0,0
684,0,0,0,29.154,0,0,0,0,2.1,0,0,31.254,0,0,0
685,33.917,0,0,0,0,0,0,1.1,0,0,0,35.017,0,0,0
686,243.65,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0
687,35.19,0,0,0,0,0,4.352,0,0.39,0,0,39.932,0,0,0
688,73.076,0,0,0,0,0,0,0.946,0,0,0,74.022,0,0,0
689,38,0,0,4.5,0,0,2,3.5,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0,312.26,0,46.188,0,0,2,6,8.22,8.43,0,383.098,0,0,0
692,12.96,0,0,0,0,0,1.37,0,0,0,0,14.33,0,0,0
693,19.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,10.64,0,0,0,0,0,0,1.854,0,0,0,12.494,0,0,0
695,72,7,0,0,0,0,1,4,0,0,0,77,0,0,0
696,139.5,0,0,52.98,0,0,1,1,0,0,0,194.48,0,0,0
698,54.586,0,0,0,0,0,0,4,0,0,0,58.586,0,0,0
699,0,0,0,0,11.547,0,1,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,602.88,0,0,19.04,0,0,0,22.249,24.66,0,0,668.829,0,0,0
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,134.46,0,0,12.36,0,0,0,8.017,0,2.06,0,156.897,0,0,0
704,70.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,11,0,0,2.542,0,0,2,0,0,0,0,0,0,0,0
707,120.94,0,0,20.09,0,0,1,2.71,0,0,0,144.74,0,0,0
708,7,3,2,0,0,0,3,5,0,0,0,20,0,0,0
709,330.865,0,0,0,119.5,0,0,334.32,0,0,0,0,0,0,0
710,102.44,0,0,0,0,0,0,0,0,0,0,102.44,0,0,0
711,26,0,0,6.057,0,0,0,1,0,0,0,33.057,0,0,0
712,29,0,0,7.424,0,0,1,0,0,0,0,37.424,0,0,0
713,179.23,0,0,16.63,0,0,0,3.72,0,0,0,199.58,0,0,0
714,14.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,67.03,0,0,4,0,0,0,0,0,0,0,71.03,0,0,0
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,37,0,0,3,0,0,0,0.507,0,0,0,40.507,0,0,0
718,40.603,0,0,0,0,0,0,0.961,4.9,0,0,46.46,0,0,0
719,0,62,4,3.84,0,0,1.5,1,0,0,0,0,0,0,0
720,32.06,0,0,3.74,0,0,1.24,0.382,2.51,0,0,39.932,0,0,0
721,29.706,0,0,11.843,0,0,1,4.187,0,0,0,46.736,0,0,0
722,63.48,0,0,8.59,0,0,1.63,6.3,0,0,0,80,0,0,0
723,435.02,0,0,0,0,0,3,2.51,0,0,0,440.53,0,0,0
724,123.571,0,0,26.641,0,0,1,10.412,0,0,0,161.594,0,0,0
725,145.91,0,0,13,0,0,1,8.855,0,0,0,168.765,0,0,0
727,27.5,0,0,7.278,0,0,0,2.824,0,0,0,37.602,0,0,0
728,0,0,0,0,0,10,0,0,0,0,0,0,87500,0,0
729,70,0,0,5,0,0,1,2,2,0,0,80,0,0,0
730,8.958,0,0,8.851,0,0,0,3.187,0,0,0,20.996,0,0,0
731,281.38,0,0,0,0,0,1,6.2,1.45,0,0,290.03,0,0,0
732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,84.23,0,0,4.98,0,0,0,0,0,0,0,89.21,0,0,0
737,55.93,0,0,0,0,0,3,0,0,0,0,58.3,0,0,0
738,77.56,0,0,0,0,0,1,11.323,0,0,0,89.883,0,0,0
739,197.31,0,0,30.454,0,0,0,2.5,1.16,0,0,231.424,0,0,0
740,117,0,0,8.75,0,0,0,0.85,0,0,0,126.6,0,0,0
741,70.325,0,0,10,0,0,0,0,0,0,0,80.325,0,0,0
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,130.84,0,0,0,0,0,0,0,0,5.08,0,135.92,0,0,0
745,115.25,0,0,5.62,0,0,0,6.17,0,0,0,127.04,0,0,0
746,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,26,0,2,2,0,0,0,0,0,0,0
748,110,0,0,6,0,0,2,6,0,0,0,0,0,0,0
749,44,7,0,0,7,0,2,17,0,0,0,77,0,0,0
750,52.516,0,0,0,0,0,0,0,0,0,0,52.516,0,0,0
751,75.69,0,0,0,18.52,0,0,0.13,0,0,0,94.343,0,0,0
752,71.77,4.5,0,0,0,0,0,0,0,0,0,76.27,0,0,0
753,209.23,0,0,17.4,0,0,1.5,0,0,0,0,0,0,0,0
755,0,5,0,2,0,0,8,0,1.6,1.4,0,18,0,0,0
757,90.22,0,0,0,22.55,0,0,3.93,3.3,0,0,120,0,0,0
758,101.53,0,0,0,0,0,0,0.35,0,0,0,101.88,0,0,0
759,118,22,0,15,0,0,1,4,0,0,0,160,0,0,0
760,84.332,0,0,0,0,0,0,0,0,0,0,84.332,0,0,0
761,0,0,0,16.26,0,0,2.44,0,63.07,0,0,0,0,0,0
762,8,0,0,3,0,0,0,0,0,0,0,11,1543,0,0
763,54.475,0,0,0,0,0,0,1.069,0,0,0,0,0,0,0
764,122.818,0,0,0,0,0,0,0,0,0,0,122.818,0,0,0
765,72.4,0,0,23.504,0,0,0,3.712,0,0,0,99.616,0,0,0
766,20.71,0,0,3.96,0,0,0,0,2.92,2.414,0,0,0,0,0
767,5.5,0,0,18.4,0,0,0,0,0,0,0,23.912,0,0,0
769,198.3,0,0,0,0,0,6,7.415,0,0,0,211.715,0,0,0
770,97.7,0,0,28.11,0,0,3.4,7.8,0,0,0,137.01,0,0,0
771,138.5,0,6.886,7.983,0,0,2,4.237,0,0,0,159.606,0,0,0
772,46.88,0,0,5.24,0,0,0,4.054,0.31,0,0,56.484,0,0,0
773,0,0,0,17.71,0,0,0,0,12.6,0,0,30.31,0,0,0
774,13.46,0,38.89,0,87.81,0,1,16.38,0,0,0,162,0,0,0
775,16,0,0,31.06,0,0,0,0,8,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,0,0,0,14,0,0,2.715,0,0,0,0,16.715,0,0,0
778,217.15,0,0,18.869,0,0,0,2.203,2.2,0,0,240.422,0,0,0
780,24.52,0,0,0,0,0,0,2.71,1.08,0,0,28.31,0,0,0
781,0,0,0,0,13.6,0,1,0,0,0,0,14.6,0,0,0
782,125.146,0,0,15.179,0,0,1,0,0,0,3.887,145.212,0,0,0
783,27.14,0,0,7,0,0,0,0.5,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,40,0,0,0,0,0,0,3.516,0,0,0,0,0,0,0
786,151.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,30,0,0,30,0,0,0,2.129,0,0,0,62.129,0,0,0
788,108,0,0,8.297,0,0,2,6,0,0,0,124.297,0,0,0
789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,17,3,0,17.1,0,0,2,0,0,0,0,39.1,0,0,0
792,145.69,0,0,4.72,0,0,0,6.709,0,0,0,157.119,0,0,0
794,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,242.998,0,0,0,0,0,0,0,0,0,0,242.998,0,0,0
797,170,0,0,38,0,0,1,5.691,0,0,0,214.691,0,0,0
798,93.7,0,0,0,0,0,0,1.597,0,0,0,95.297,0,0,0
